Sl.No,Fiber Volume Fraction (%),Ply Thickness (mm),Load (N),ModelingPly.1.ply_angle,ModelingPly.2.ply_angle,ModelingPly.3.ply_angle,ModelingPly.4.ply_angle,ModelingPly.5.ply_angle,ModelingPly.6.ply_angle,Laminate Family,E1,E2,E3,G12,G23,G31,nu12,nu13,nu23,Equivalent Stress Maximum (MPa),Shear Stress Maximum-XY [MPa],Normal Stress Maximum-X [MPa],Normal Stress  Maximum-Y[MPa],Equivalent Elastic Strain Maximum (mm/mm),Shear Elastic Strain Maximum-XY [mm mm^-1],Normal Elastic Strain Maximum-X [mm mm^-1],Normal Elastic Strain Maximum-Y[mm mm^-1],Total Deformation Maximum (mm),Inverse Reserve Factor Maximum,Fail Status,Plate Length (mm),Plate Width (mm),Nx_true (N/mm),Ny_true (N/mm),Nxy_true (N/mm)
653,55.0,0.2,3342,45,-45,45,-45,45,-45,Angle-Ply,128075.0,9825.0,9825.0,15435.000000000002,9261.0,15435.000000000002,0.2674999999999999,0.2674999999999999,0.3359999999999999,250.952,59.279949,203.477664,100.302693,0.003585,0.000845,0.00265,0.001004,0.53775,1.217,No Fail,150.0,100.0,33.42,0.0,0.0
654,55.1,0.2,2982,45,-45,45,-45,45,-45,Angle-Ply,128301.5,9836.5,9836.5,15460.700000000004,9276.420000000002,15460.700000000004,0.26735,0.26735,0.33592,216.277,50.356617,176.348877,86.504285,0.00309,0.000726,0.002271,0.000866,0.46345,1.118,No Fail,150.0,100.0,29.82,0.0,0.0
655,55.2,0.2,2769,45,-45,45,-45,45,-45,Angle-Ply,128528.0,9848.0,9848.0,15486.4,9291.84,15486.4,0.2672,0.2672,0.3358399999999999,223.984,51.368833,183.604039,89.583625,0.0032,0.000749,0.002339,0.000898,0.47997,1.14,No Fail,150.0,100.0,27.69,0.0,0.0
656,55.3,0.2,2250,45,-45,45,-45,45,-45,Angle-Ply,128754.5,9859.499999999998,9859.499999999998,15512.1,9307.259999999998,15512.1,0.26705,0.26705,0.33576,187.496,42.331349,154.461713,74.931952,0.002679,0.000625,0.001947,0.000753,0.40178,1.036,No Fail,150.0,100.0,22.5,0.0,0.0
657,55.4,0.2,3202,45,-45,45,-45,45,-45,Angle-Ply,128981.0,9870.999999999998,9870.999999999998,15537.799999999996,9322.679999999998,15537.799999999996,0.2669,0.2669,0.33568,207.462,46.088685,171.706334,82.786077,0.002964,0.000689,0.002141,0.000834,0.44456,1.093,No Fail,150.0,100.0,32.02,0.0,0.0
658,55.5,0.2,1981,45,-45,45,-45,45,-45,Angle-Ply,129207.5,9882.5,9882.5,15563.500000000002,9338.1,15563.500000000002,0.26675,0.26675,0.3356,153.533,33.550007,127.620001,61.128949,0.002193,0.000508,0.001575,0.000619,0.329,0.939,FAIL,150.0,100.0,19.81,0.0,0.0
659,55.6,0.2,4455,45,-45,45,-45,45,-45,Angle-Ply,129434.0,9894.0,9894.0,15589.200000000004,9353.52,15589.200000000004,0.2666,0.2666,0.33552,436.86,93.879942,364.564466,173.420451,0.006241,0.00144,0.004457,0.001765,0.93613,1.748,No Fail,150.0,100.0,44.55,0.0,0.0
660,55.7,0.2,4198,45,-45,45,-45,45,-45,Angle-Ply,129660.5,9905.5,9905.5,15614.9,9368.94,15614.9,0.2664499999999999,0.2664499999999999,0.3354399999999999,406.467,85.893173,340.419226,160.763483,0.005807,0.001335,0.004122,0.001646,0.871,1.661,No Fail,150.0,100.0,41.98,0.0,0.0
661,55.8,0.2,4593,45,-45,45,-45,45,-45,Angle-Ply,129887.0,9917.0,9917.0,15640.6,9384.36,15640.6,0.2663,0.2663,0.33536,369.839,76.855346,310.739331,145.638518,0.005283,0.001211,0.003728,0.001502,0.79251,1.557,No Fail,150.0,100.0,45.93,0.0,0.0
662,55.9,0.2,2679,45,-45,45,-45,45,-45,Angle-Ply,130113.5,9928.5,9928.5,15666.299999999996,9399.78,15666.299999999996,0.26615,0.26615,0.33528,249.22,50.940411,209.988679,97.645574,0.00356,0.000813,0.002498,0.001016,0.53404,1.212,No Fail,150.0,100.0,26.79,0.0,0.0
663,56.0,0.2,1959,45,-45,45,-45,45,-45,Angle-Ply,130340.0,9940.0,9940.0,15692.000000000002,9415.2,15692.000000000002,0.266,0.266,0.3352,92.775,18.658909,78.361964,36.142657,0.001325,0.000302,0.000924,0.000379,0.1988,0.765,FAIL,150.0,100.0,19.59,0.0,0.0
664,56.1,0.2,2068,45,-45,45,-45,45,-45,Angle-Ply,130566.5,9951.5,9951.5,15717.700000000004,9430.62,15717.700000000004,0.26585,0.26585,0.33512,146.644,29.035009,124.116481,56.767023,0.002095,0.000476,0.001453,0.000602,0.31424,0.919,FAIL,150.0,100.0,20.68,0.0,0.0
665,56.2,0.2,4199,45,-45,45,-45,45,-45,Angle-Ply,130793.0,9963.0,9963.0,15743.4,9446.04,15743.4,0.2657,0.2657,0.33504,327.69,63.917526,277.809167,125.971479,0.004681,0.00106,0.003228,0.001351,0.70219,1.436,No Fail,150.0,100.0,41.99,0.0,0.0
666,56.3,0.2,2079,45,-45,45,-45,45,-45,Angle-Ply,131019.5,9974.5,9974.5,15769.1,9461.46,15769.1,0.26555,0.26555,0.33496,101.197,19.462122,85.900372,38.61011,0.001446,0.000326,0.000992,0.000419,0.21685,0.789,FAIL,150.0,100.0,20.79,0.0,0.0
667,56.4,0.2,2938,45,-45,45,-45,45,-45,Angle-Ply,131246.0,9986.0,9986.0,15794.799999999996,9476.879999999996,15794.799999999996,0.2654,0.2654,0.33488,234.036,44.422857,198.828511,88.573044,0.003343,0.000753,0.00228,0.000973,0.50151,1.169,No Fail,150.0,100.0,29.38,0.0,0.0
668,56.5,0.2,2331,45,-45,45,-45,45,-45,Angle-Ply,131472.5,9997.5,9997.5,15820.499999999998,9492.3,15820.499999999998,0.26525,0.26525,0.3348,142.739,26.771312,121.3196,53.557908,0.002039,0.000458,0.001383,0.000597,0.30587,0.908,FAIL,150.0,100.0,23.31,0.0,0.0
669,56.6,0.2,2497,45,-45,45,-45,45,-45,Angle-Ply,131699.0,10009.0,10009.0,15846.200000000004,9507.72,15846.200000000004,0.2651,0.2651,0.33472,185.729,34.464706,157.864207,69.058339,0.002653,0.000594,0.00179,0.00078,0.39799,1.031,No Fail,150.0,100.0,24.97,0.0,0.0
670,56.7,0.2,3071,45,-45,45,-45,45,-45,Angle-Ply,131925.5,10020.5,10020.5,15871.9,9523.14,15871.9,0.2649499999999999,0.2649499999999999,0.33464,214.853,39.502672,182.551028,79.130692,0.003069,0.000686,0.002061,0.000907,0.4604,1.114,No Fail,150.0,100.0,30.71,0.0,0.0
671,56.8,0.2,2583,45,-45,45,-45,45,-45,Angle-Ply,132152.0,10032.0,10032.0,15897.6,9538.56,15897.6,0.2648,0.2648,0.3345599999999999,185.306,33.809474,157.323964,67.575856,0.002647,0.000591,0.001769,0.000787,0.39708,1.029,No Fail,150.0,100.0,25.83,0.0,0.0
672,56.9,0.2,3142,45,-45,45,-45,45,-45,Angle-Ply,132378.5,10043.5,10043.5,15923.299999999996,9553.979999999998,15923.299999999996,0.26465,0.26465,0.33448,215.957,39.164944,183.130051,77.950782,0.003085,0.000687,0.002051,0.000922,0.46276,1.117,No Fail,150.0,100.0,31.42,0.0,0.0
673,57.0,0.2,2787,45,-45,45,-45,45,-45,Angle-Ply,132605.0,10055.0,10055.0,15948.999999999998,9569.399999999998,15948.999999999998,0.2644999999999999,0.2644999999999999,0.3344,174.852,31.574356,148.038751,62.452538,0.002498,0.000555,0.001654,0.000751,0.37468,1.0,No Fail,150.0,100.0,27.87,0.0,0.0
674,57.1,0.2,4946,45,-45,45,-45,45,-45,Angle-Ply,132831.5,10066.500000000002,10066.500000000002,15974.700000000004,9584.820000000002,15974.700000000004,0.26435,0.26435,0.3343199999999999,395.828,71.29872,334.465173,139.86578,0.005655,0.001255,0.003728,0.00171,0.8482,1.631,No Fail,150.0,100.0,49.46,0.0,0.0
675,57.2,0.2,2486,45,-45,45,-45,45,-45,Angle-Ply,133058.00000000003,10078.000000000002,10078.000000000002,16000.4,9600.24,16000.4,0.2642,0.2642,0.33424,182.648,32.877138,153.967109,63.836618,0.002609,0.000578,0.001713,0.000794,0.39139,1.022,No Fail,150.0,100.0,24.86,0.0,0.0
676,57.3,0.2,3346,45,-45,45,-45,45,-45,Angle-Ply,133284.5,10089.5,10089.5,16026.1,9615.659999999998,16026.1,0.26405,0.26405,0.33416,284.138,51.204585,238.859447,98.216715,0.004059,0.000898,0.002655,0.001243,0.60887,1.312,No Fail,150.0,100.0,33.46,0.0,0.0
677,57.4,0.2,4359,45,-45,45,-45,45,-45,Angle-Ply,133511.0,10101.0,10101.0,16051.799999999996,9631.079999999998,16051.799999999996,0.2639,0.2639,0.33408,330.428,59.72368,276.900805,112.956964,0.00472,0.001043,0.003076,0.001454,0.70806,1.444,No Fail,150.0,100.0,43.59,0.0,0.0
678,57.5,0.2,1984,45,-45,45,-45,45,-45,Angle-Ply,133737.5,10112.5,10112.5,16077.499999999998,9646.499999999998,16077.499999999998,0.26375,0.26375,0.334,91.779,16.667688,76.641212,31.028973,0.001311,0.000289,0.000852,0.000406,0.19667,0.762,FAIL,150.0,100.0,19.84,0.0,0.0
679,57.6,0.2,3744,45,-45,45,-45,45,-45,Angle-Ply,133964.00000000003,10124.000000000002,10124.000000000002,16103.200000000004,9661.920000000002,16103.200000000004,0.2636,0.2636,0.33392,341.365,62.396126,283.955772,114.148078,0.004877,0.001075,0.003159,0.001522,0.7315,1.475,No Fail,150.0,100.0,37.44,0.0,0.0
680,57.7,0.2,3441,45,-45,45,-45,45,-45,Angle-Ply,134190.50000000003,10135.500000000002,10135.500000000002,16128.9,9677.34,16128.9,0.2634499999999999,0.2634499999999999,0.3338399999999999,241.212,44.447888,199.796706,79.788855,0.003446,0.000759,0.002226,0.001082,0.51688,1.189,No Fail,150.0,100.0,34.41,0.0,0.0
681,57.8,0.2,4461,45,-45,45,-45,45,-45,Angle-Ply,134417.0,10147.0,10147.0,16154.6,9692.759999999998,16154.6,0.2633,0.2633,0.33376,434.668,80.869482,358.388685,142.263661,0.00621,0.001367,0.004003,0.001964,0.93143,1.742,No Fail,150.0,100.0,44.61,0.0,0.0
682,57.9,0.2,2498,45,-45,45,-45,45,-45,Angle-Ply,134643.5,10158.5,10158.5,16180.299999999996,9708.179999999998,16180.299999999996,0.26315,0.26315,0.33368,141.828,26.679141,116.364419,45.943277,0.002026,0.000446,0.001303,0.000645,0.30392,0.905,FAIL,150.0,100.0,24.98,0.0,0.0
683,58.0,0.2,2455,45,-45,45,-45,45,-45,Angle-Ply,134870.0,10170.0,10170.0,16205.999999999998,9723.6,16205.999999999998,0.263,0.263,0.3336,146.698,27.936107,119.730216,47.051126,0.002096,0.000461,0.001346,0.000672,0.31435,0.919,FAIL,150.0,100.0,24.55,0.0,0.0
684,58.1,0.2,2016,45,-45,45,-45,45,-45,Angle-Ply,135096.5,10181.5,10181.5,16231.7,9739.02,16231.7,0.26285,0.26285,0.33352,83.925,16.197576,68.117358,26.663452,0.001199,0.000264,0.000769,0.000387,0.17984,0.74,FAIL,150.0,100.0,20.16,0.0,0.0
685,58.2,0.2,4812,45,-45,45,-45,45,-45,Angle-Ply,135323.00000000003,10193.000000000002,10193.000000000002,16257.4,9754.44,16257.4,0.2627,0.2627,0.3334399999999999,436.497,85.462373,352.213775,137.438862,0.006236,0.001372,0.003995,0.002025,0.93535,1.747,No Fail,150.0,100.0,48.12,0.0,0.0
686,58.3,0.2,3079,45,-45,45,-45,45,-45,Angle-Ply,135549.5,10204.5,10204.5,16283.1,9769.86,16283.1,0.26255,0.26255,0.33336,272.546,54.17729,218.575743,85.09914,0.003894,0.000857,0.002493,0.001273,0.58403,1.279,No Fail,150.0,100.0,30.79,0.0,0.0
687,58.4,0.2,1593,45,-45,45,-45,45,-45,Angle-Ply,135776.0,10216.0,10216.0,16308.799999999996,9785.28,16308.799999999996,0.2624,0.2624,0.33328,98.326,19.856756,78.35256,30.464437,0.001405,0.000309,0.000899,0.000462,0.2107,0.781,FAIL,150.0,100.0,15.93,0.0,0.0
688,58.5,0.2,3257,45,-45,45,-45,45,-45,Angle-Ply,136002.5,10227.5,10227.5,16334.499999999998,9800.7,16334.499999999998,0.26225,0.26225,0.3332,310.007,63.633044,245.398654,95.37729,0.004429,0.000975,0.002835,0.001467,0.6643,1.386,No Fail,150.0,100.0,32.57,0.0,0.0
689,58.6,0.2,4981,45,-45,45,-45,45,-45,Angle-Ply,136229.0,10239.0,10239.0,16360.2,9816.12,16360.2,0.2621,0.2621,0.3331199999999999,476.467,99.438676,374.585196,145.676413,0.006807,0.0015,0.004358,0.002269,1.021,1.861,No Fail,150.0,100.0,49.81,0.0,0.0
690,58.7,0.2,1599,45,-45,45,-45,45,-45,Angle-Ply,136455.50000000003,10250.500000000002,10250.500000000002,16385.9,9831.54,16385.9,0.2619499999999999,0.2619499999999999,0.33304,96.164,20.408899,75.068402,29.242113,0.001374,0.000303,0.00088,0.000461,0.20607,0.775,FAIL,150.0,100.0,15.99,0.0,0.0
691,58.8,0.2,4437,45,-45,45,-45,45,-45,Angle-Ply,136682.0,10262.0,10262.0,16411.6,9846.96,16411.6,0.2618,0.2618,0.33296,342.679,73.958492,265.569222,103.729052,0.004895,0.001081,0.00314,0.001653,0.73431,1.479,No Fail,150.0,100.0,44.37,0.0,0.0
692,58.9,0.2,4270,45,-45,45,-45,45,-45,Angle-Ply,136908.5,10273.5,10273.5,16437.3,9862.38,16437.3,0.26165,0.26165,0.33288,354.946,77.894024,273.039999,107.049788,0.005071,0.001121,0.003257,0.001723,0.7606,1.514,No Fail,150.0,100.0,42.7,0.0,0.0
693,59.0,0.2,2504,45,-45,45,-45,45,-45,Angle-Ply,137135.0,10285.0,10285.0,16463.0,9877.8,16463.0,0.2614999999999999,0.2614999999999999,0.3328,219.58,48.985321,167.636464,66.044193,0.003137,0.000694,0.002018,0.001073,0.47053,1.127,No Fail,150.0,100.0,25.04,0.0,0.0
694,59.1,0.2,3936,45,-45,45,-45,45,-45,Angle-Ply,137361.5,10296.5,10296.5,16488.7,9893.22,16488.7,0.2613499999999999,0.2613499999999999,0.33272,299.501,67.895148,226.899726,89.924193,0.004279,0.000948,0.002759,0.001472,0.64179,1.356,No Fail,150.0,100.0,39.36,0.0,0.0
695,59.2,0.2,3969,45,-45,45,-45,45,-45,Angle-Ply,137588.00000000003,10308.000000000002,10308.000000000002,16514.4,9908.64,16514.4,0.2612,0.2612,0.33264,377.703,86.96488,283.925926,113.315663,0.005396,0.001198,0.003487,0.001868,0.80936,1.579,No Fail,150.0,100.0,39.69,0.0,0.0
696,59.3,0.2,1518,45,-45,45,-45,45,-45,Angle-Ply,137814.5,10319.5,10319.5,16540.1,9924.06,16540.1,0.26105,0.26105,0.3325599999999999,79.536,18.588725,59.320841,23.866697,0.001136,0.000253,0.000736,0.000396,0.17043,0.727,FAIL,150.0,100.0,15.18,0.0,0.0
697,59.4,0.2,2396,45,-45,45,-45,45,-45,Angle-Ply,138041.0,10331.0,10331.0,16565.8,9939.48,16565.8,0.2609,0.2609,0.33248,214.183,50.776194,158.48893,64.3472,0.00306,0.000682,0.001989,0.001072,0.45896,1.112,No Fail,150.0,100.0,23.96,0.0,0.0
698,59.5,0.2,3421,45,-45,45,-45,45,-45,Angle-Ply,138267.5,10342.5,10342.5,16591.5,9954.9,16591.5,0.26075,0.26075,0.3324,243.272,58.454089,178.595155,73.244554,0.003475,0.000776,0.002266,0.001224,0.5213,1.195,No Fail,150.0,100.0,34.21,0.0,0.0
699,59.6,0.2,3347,45,-45,45,-45,45,-45,Angle-Ply,138494.0,10354.0,10354.0,16617.2,9970.32,16617.2,0.2606,0.2606,0.33232,246.956,60.09155,179.87303,74.585698,0.003528,0.000789,0.002309,0.001249,0.52919,1.206,No Fail,150.0,100.0,33.47,0.0,0.0
700,59.7,0.2,2508,45,-45,45,-45,45,-45,Angle-Ply,138720.5,10365.5,10365.5,16642.9,9985.74,16642.9,0.26045,0.26045,0.33224,222.894,54.872587,161.076222,67.591098,0.003184,0.000714,0.002091,0.001133,0.47763,1.137,No Fail,150.0,100.0,25.08,0.0,0.0
701,59.8,0.2,1667,45,-45,45,-45,45,-45,Angle-Ply,138947.0,10377.0,10377.0,16668.6,10001.159999999998,16668.6,0.2603,0.2603,0.33216,111.525,27.749612,79.969084,33.986443,0.001593,0.000358,0.001051,0.00057,0.23898,0.819,FAIL,150.0,100.0,16.67,0.0,0.0
702,59.9,0.2,4279,45,-45,45,-45,45,-45,Angle-Ply,139173.5,10388.5,10388.5,16694.3,10016.58,16694.3,0.26015,0.26015,0.33208,380.753,95.652335,270.927486,116.704624,0.005439,0.001226,0.003603,0.001956,0.8159,1.588,No Fail,150.0,100.0,42.79,0.0,0.0
703,60.0,0.2,1888,45,-45,45,-45,45,-45,Angle-Ply,139400.0,10400.0,10400.0,16720.0,10032.0,16720.0,0.26,0.26,0.332,118.536,30.032309,83.709692,36.572446,0.001693,0.000383,0.001126,0.000612,0.25401,0.839,FAIL,150.0,100.0,18.88,0.0,0.0
704,60.1,0.2,3589,45,-45,45,-45,45,-45,Angle-Ply,139626.5,10411.5,10411.5,16745.7,10047.42,16745.7,0.25985,0.25985,0.33192,253.811,64.779192,177.91826,78.885524,0.003626,0.000822,0.002424,0.001316,0.54388,1.225,No Fail,150.0,100.0,35.89,0.0,0.0
705,60.2,0.2,3304,45,-45,45,-45,45,-45,Angle-Ply,139853.0,10423.0,10423.0,16771.4,10062.84,16771.4,0.2597,0.2597,0.33184,319.037,81.929034,222.033024,99.95611,0.004558,0.001036,0.003062,0.001662,0.68365,1.412,No Fail,150.0,100.0,33.04,0.0,0.0
706,60.3,0.2,2003,45,-45,45,-45,45,-45,Angle-Ply,140079.5,10434.5,10434.5,16797.1,10078.259999999998,16797.1,0.25955,0.25955,0.33176,154.143,39.78,106.527444,48.712921,0.002202,0.000502,0.001487,0.000806,0.33031,0.94,FAIL,150.0,100.0,20.03,0.0,0.0
707,60.4,0.2,3652,45,-45,45,-45,45,-45,Angle-Ply,140306.0,10446.0,10446.0,16822.8,10093.679999999998,16822.8,0.2594,0.2594,0.33168,312.04,80.827293,214.198621,99.523186,0.004458,0.00102,0.003026,0.001639,0.66866,1.392,No Fail,150.0,100.0,36.52,0.0,0.0
708,60.5,0.2,2958,45,-45,45,-45,45,-45,Angle-Ply,140532.5,10457.5,10457.5,16848.5,10109.1,16848.5,0.25925,0.25925,0.3316,257.482,66.858518,175.607101,82.921259,0.003678,0.000844,0.00251,0.001357,0.55175,1.236,No Fail,150.0,100.0,29.58,0.0,0.0
709,60.6,0.2,1800,45,-45,45,-45,45,-45,Angle-Ply,140759.0,10469.0,10469.0,16874.2,10124.52,16874.2,0.2591,0.2591,0.33152,86.61,22.515964,58.706261,28.175556,0.001237,0.000285,0.000849,0.000458,0.18559,0.747,FAIL,150.0,100.0,18.0,0.0,0.0
710,60.7,0.2,1737,45,-45,45,-45,45,-45,Angle-Ply,140985.5,10480.5,10480.5,16899.9,10139.94,16899.9,0.25895,0.25895,0.3314399999999999,60.0,15.596769,40.432736,19.723784,0.000857,0.000198,0.000591,0.000318,0.12857,0.671,FAIL,150.0,100.0,17.37,0.0,0.0
711,60.8,0.2,3276,45,-45,45,-45,45,-45,Angle-Ply,141212.0,10492.0,10492.0,16925.6,10155.36,16925.6,0.2588,0.2588,0.33136,260.955,67.742046,174.891536,86.707511,0.003728,0.000864,0.002587,0.00139,0.55919,1.246,No Fail,150.0,100.0,32.76,0.0,0.0
712,60.9,0.2,3440,45,-45,45,-45,45,-45,Angle-Ply,141438.5,10503.5,10503.5,16951.3,10170.78,16951.3,0.25865,0.25865,0.33128,228.73,59.22106,152.515618,76.833856,0.003268,0.00076,0.002281,0.001222,0.49013,1.154,No Fail,150.0,100.0,34.4,0.0,0.0
713,61.0,0.2,3145,45,-45,45,-45,45,-45,Angle-Ply,141665.0,10515.0,10515.0,16977.0,10186.2,16977.0,0.2584999999999999,0.2584999999999999,0.3312,261.542,67.454516,173.579213,88.831037,0.003736,0.000872,0.002623,0.0014,0.56045,1.247,No Fail,150.0,100.0,31.45,0.0,0.0
714,61.1,0.2,4934,45,-45,45,-45,45,-45,Angle-Ply,141891.5,10526.5,10526.5,17002.7,10201.62,17002.7,0.2583499999999999,0.2583499999999999,0.3311199999999999,428.18,109.869301,282.966121,147.051205,0.006117,0.001434,0.00432,0.002298,0.91753,1.723,No Fail,150.0,100.0,49.34,0.0,0.0
715,61.2,0.2,1557,45,-45,45,-45,45,-45,Angle-Ply,142118.0,10538.0,10538.0,17028.4,10217.04,17028.4,0.2582,0.2582,0.33104,104.745,26.70778,68.958645,36.373921,0.001496,0.000352,0.001063,0.000563,0.22445,0.799,FAIL,150.0,100.0,15.57,0.0,0.0
716,61.3,0.2,2707,45,-45,45,-45,45,-45,Angle-Ply,142344.5,10549.5,10549.5,17054.1,10232.46,17054.1,0.25805,0.25805,0.33096,171.175,43.319796,112.31731,60.100627,0.002445,0.000578,0.001747,0.000923,0.3668,0.989,FAIL,150.0,100.0,27.07,0.0,0.0
717,61.4,0.2,3699,45,-45,45,-45,45,-45,Angle-Ply,142571.0,10561.0,10561.0,17079.8,10247.88,17079.8,0.2579,0.2579,0.33088,284.324,71.335215,186.029361,100.919236,0.004062,0.000963,0.00292,0.001535,0.60926,1.312,No Fail,150.0,100.0,36.99,0.0,0.0
718,61.5,0.2,4073,45,-45,45,-45,45,-45,Angle-Ply,142797.5,10572.5,10572.5,17105.5,10263.3,17105.5,0.25775,0.25775,0.3308,320.579,79.651031,209.257708,115.008804,0.00458,0.00109,0.003311,0.001734,0.68695,1.416,No Fail,150.0,100.0,40.73,0.0,0.0
719,61.6,0.2,1655,45,-45,45,-45,45,-45,Angle-Ply,143024.0,10584.0,10584.0,17131.2,10278.72,17131.2,0.2576,0.2576,0.33072,106.847,26.261997,69.615995,38.733163,0.001526,0.000365,0.00111,0.000578,0.22896,0.805,FAIL,150.0,100.0,16.55,0.0,0.0
720,61.7,0.2,4347,45,-45,45,-45,45,-45,Angle-Ply,143250.5,10595.5,10595.5,17156.9,10294.14,17156.9,0.25745,0.25745,0.33064,374.537,90.978201,243.706788,137.153082,0.005351,0.001284,0.003914,0.00203,0.80258,1.57,No Fail,150.0,100.0,43.47,0.0,0.0
721,61.8,0.2,4227,45,-45,45,-45,45,-45,Angle-Ply,143477.0,10607.0,10607.0,17182.6,10309.56,17182.6,0.2573,0.2573,0.3305599999999999,401.606,96.319986,261.11274,148.506289,0.005737,0.001383,0.00422,0.002178,0.86058,1.647,No Fail,150.0,100.0,42.27,0.0,0.0
722,61.9,0.2,3934,45,-45,45,-45,45,-45,Angle-Ply,143703.5,10618.5,10618.5,17208.3,10324.98,17208.3,0.25715,0.25715,0.33048,338.678,80.131811,220.140701,126.412049,0.004838,0.001171,0.003578,0.001838,0.72574,1.468,No Fail,150.0,100.0,39.34,0.0,0.0
723,62.0,0.2,4340,45,-45,45,-45,45,-45,Angle-Ply,143930.0,10630.0,10630.0,17234.0,10340.4,17234.0,0.257,0.257,0.3304,364.519,85.016545,237.000964,137.272134,0.005207,0.001265,0.003872,0.001979,0.78111,1.541,No Fail,150.0,100.0,43.4,0.0,0.0
724,62.1,0.2,4217,45,-45,45,-45,45,-45,Angle-Ply,144156.5,10641.5,10641.5,17259.7,10355.82,17259.7,0.25685,0.25685,0.33032,412.585,94.790482,268.466726,156.683257,0.005894,0.001438,0.004407,0.00224,0.88411,1.679,No Fail,150.0,100.0,42.17,0.0,0.0
725,62.2,0.2,2527,45,-45,45,-45,45,-45,Angle-Ply,144383.0,10653.0,10653.0,17285.4,10371.24,17285.4,0.2567,0.2567,0.33024,187.492,42.407997,122.161855,71.764359,0.002678,0.000656,0.002013,0.001017,0.40177,1.036,No Fail,150.0,100.0,25.27,0.0,0.0
726,62.3,0.2,2198,45,-45,45,-45,45,-45,Angle-Ply,144609.5,10664.5,10664.5,17311.1,10386.659999999998,17311.1,0.25655,0.25655,0.33016,196.669,43.773095,128.377966,75.828775,0.00281,0.000691,0.002123,0.001067,0.42143,1.062,No Fail,150.0,100.0,21.98,0.0,0.0
727,62.4,0.2,4767,45,-45,45,-45,45,-45,Angle-Ply,144836.0,10676.0,10676.0,17336.8,10402.08,17336.8,0.2564,0.2564,0.33008,474.288,103.839644,310.327503,184.100111,0.006776,0.001674,0.005144,0.002571,1.01633,1.855,No Fail,150.0,100.0,47.67,0.0,0.0
728,62.5,0.2,4962,45,-45,45,-45,45,-45,Angle-Ply,145062.5,10687.5,10687.5,17362.5,10417.5,17362.5,0.25625,0.25625,0.33,444.227,95.647521,291.489813,173.484354,0.006346,0.001574,0.004841,0.002406,0.95191,1.769,No Fail,150.0,100.0,49.62,0.0,0.0
729,62.6,0.2,2387,45,-45,45,-45,45,-45,Angle-Ply,145289.0,10699.0,10699.0,17388.2,10432.92,17388.2,0.2561,0.2561,0.32992,163.105,34.533453,107.38327,64.044973,0.00233,0.00058,0.001785,0.000882,0.34951,0.966,FAIL,150.0,100.0,23.87,0.0,0.0
730,62.7,0.2,2169,45,-45,45,-45,45,-45,Angle-Ply,145515.5,10710.5,10710.5,17413.9,10448.34,17413.9,0.25595,0.25595,0.32984,116.882,24.33561,77.245186,46.114489,0.00167,0.000418,0.001285,0.000631,0.25046,0.834,FAIL,150.0,100.0,21.69,0.0,0.0
731,62.8,0.2,4233,45,-45,45,-45,45,-45,Angle-Ply,145742.0,10722.0,10722.0,17439.6,10463.759999999998,17439.6,0.2558,0.2558,0.32976,382.605,78.351922,253.936048,151.570218,0.005466,0.001373,0.004224,0.002063,0.81987,1.593,No Fail,150.0,100.0,42.33,0.0,0.0
732,62.9,0.2,2662,45,-45,45,-45,45,-45,Angle-Ply,145968.5,10733.5,10733.5,17465.3,10479.179999999998,17465.3,0.25565,0.25565,0.32968,157.961,31.827534,105.331953,62.788663,0.002257,0.000569,0.001751,0.00085,0.33849,0.951,FAIL,150.0,100.0,26.62,0.0,0.0
733,63.0,0.2,2788,45,-45,45,-45,45,-45,Angle-Ply,146195.0,10745.0,10745.0,17491.0,10494.6,17491.0,0.2555,0.2555,0.3296,251.668,49.917621,168.675413,100.303611,0.003595,0.00091,0.0028,0.001351,0.53929,1.219,No Fail,150.0,100.0,27.88,0.0,0.0
734,63.1,0.2,4102,45,-45,45,-45,45,-45,Angle-Ply,146421.5,10756.5,10756.5,17516.7,10510.02,17516.7,0.2553499999999999,0.2553499999999999,0.32952,310.906,60.745817,209.52365,124.153682,0.004442,0.00113,0.003472,0.001665,0.66623,1.388,No Fail,150.0,100.0,41.02,0.0,0.0
735,63.2,0.2,2853,45,-45,45,-45,45,-45,Angle-Ply,146648.0,10768.0,10768.0,17542.4,10525.44,17542.4,0.2552,0.2552,0.3294399999999999,175.531,33.811245,118.985386,70.179107,0.002508,0.00064,0.001967,0.000938,0.37614,1.002,No Fail,150.0,100.0,28.53,0.0,0.0
736,63.3,0.2,3237,45,-45,45,-45,45,-45,Angle-Ply,146874.5,10779.5,10779.5,17568.1,10540.86,17568.1,0.25505,0.25505,0.32936,208.403,39.614943,142.142457,83.360657,0.002977,0.000763,0.002342,0.00111,0.44658,1.095,No Fail,150.0,100.0,32.37,0.0,0.0
737,63.4,0.2,4735,45,-45,45,-45,45,-45,Angle-Ply,147101.0,10791.0,10791.0,17593.8,10556.28,17593.8,0.2549,0.2549,0.32928,421.657,79.187488,289.461961,168.615896,0.006024,0.00155,0.004752,0.002239,0.90355,1.705,No Fail,150.0,100.0,47.35,0.0,0.0
