Sl.No,Fiber Volume Fraction (%),Ply Thickness (mm),Load (N),ModelingPly.1.ply_angle,ModelingPly.2.ply_angle,ModelingPly.3.ply_angle,ModelingPly.4.ply_angle,ModelingPly.5.ply_angle,ModelingPly.6.ply_angle,Laminate Family,Equivalent Stress Maximum (MPa),Equivalent Elastic Strain Maximum (mm/mm),Total Deformation Maximum (mm),Inverse Reserve Factor Maximum,Fail Status
1180,57.5,0.2,1903,0,45,-45,90,90,-45,Quasi-Isotropic,91.113,0.001302,0.19524,0.76,FAIL
1181,57.6,0.2,3768,0,45,-45,90,90,-45,Quasi-Isotropic,310.246,0.004432,0.66481,1.386,No Fail
1182,57.7,0.2,2075,0,45,-45,90,90,-45,Quasi-Isotropic,127.772,0.001825,0.2738,0.865,FAIL
1183,57.8,0.2,2354,0,45,-45,90,90,-45,Quasi-Isotropic,124.375,0.001777,0.26652,0.855,FAIL
1184,57.9,0.2,2060,0,45,-45,90,90,-45,Quasi-Isotropic,186.323,0.002662,0.39926,1.032,No Fail
1185,58.0,0.2,4855,0,45,-45,90,90,-45,Quasi-Isotropic,475.372,0.006791,1.01866,1.858,No Fail
1186,58.1,0.2,2918,0,45,-45,90,90,-45,Quasi-Isotropic,282.297,0.004033,0.60492,1.307,No Fail
1187,58.2,0.2,3742,0,45,-45,90,90,-45,Quasi-Isotropic,386.867,0.005527,0.829,1.605,No Fail
1188,58.3,0.2,1602,0,45,-45,90,90,-45,Quasi-Isotropic,100.405,0.001434,0.21515,0.787,FAIL
1189,58.4,0.2,2191,0,45,-45,90,90,-45,Quasi-Isotropic,149.183,0.002131,0.31968,0.926,FAIL
1190,58.5,0.2,2861,0,45,-45,90,90,-45,Quasi-Isotropic,232.247,0.003318,0.49767,1.164,No Fail
1191,58.6,0.2,2220,0,45,-45,90,90,-45,Quasi-Isotropic,141.861,0.002027,0.30399,0.905,FAIL
1192,58.7,0.2,4331,0,45,-45,90,90,-45,Quasi-Isotropic,389.387,0.005563,0.8344,1.613,No Fail
1193,58.8,0.2,1856,0,45,-45,90,90,-45,Quasi-Isotropic,175.228,0.002503,0.37549,1.001,No Fail
1194,58.9,0.2,2154,0,45,-45,90,90,-45,Quasi-Isotropic,113.886,0.001627,0.24404,0.825,FAIL
1195,59.0,0.2,3101,0,45,-45,90,90,-45,Quasi-Isotropic,293.053,0.004186,0.62797,1.337,No Fail
1196,59.1,0.2,4519,0,45,-45,90,90,-45,Quasi-Isotropic,470.825,0.006726,1.00891,1.845,No Fail
1197,59.2,0.2,3737,0,45,-45,90,90,-45,Quasi-Isotropic,345.1,0.00493,0.7395,1.486,No Fail
1198,59.3,0.2,3640,0,45,-45,90,90,-45,Quasi-Isotropic,325.113,0.004644,0.69667,1.429,No Fail
1199,59.4,0.2,2718,0,45,-45,90,90,-45,Quasi-Isotropic,215.688,0.003081,0.46219,1.116,No Fail
1200,59.5,0.2,3661,0,45,-45,90,90,-45,Quasi-Isotropic,297.83,0.004255,0.63821,1.351,No Fail
1201,59.6,0.2,3971,0,45,-45,90,90,-45,Quasi-Isotropic,338.867,0.004841,0.72614,1.468,No Fail
1202,59.7,0.2,3651,0,45,-45,90,90,-45,Quasi-Isotropic,362.39,0.005177,0.77655,1.535,No Fail
1203,59.8,0.2,1969,0,45,-45,90,90,-45,Quasi-Isotropic,186.088,0.002658,0.39876,1.032,No Fail
1204,59.9,0.2,2569,0,45,-45,90,90,-45,Quasi-Isotropic,254.116,0.00363,0.54453,1.226,No Fail
1205,60.0,0.2,3927,0,45,-45,90,90,-45,Quasi-Isotropic,409.278,0.005847,0.87702,1.669,No Fail
1206,60.1,0.2,2964,0,45,-45,90,90,-45,Quasi-Isotropic,254.361,0.003634,0.54506,1.227,No Fail
1207,60.2,0.2,2843,0,45,-45,90,90,-45,Quasi-Isotropic,284.614,0.004066,0.60989,1.313,No Fail
1208,60.3,0.2,3724,0,45,-45,90,90,-45,Quasi-Isotropic,384.62,0.005495,0.82419,1.599,No Fail
1209,60.4,0.2,3758,0,45,-45,90,90,-45,Quasi-Isotropic,327.797,0.004683,0.70242,1.437,No Fail
1210,60.5,0.2,3442,0,45,-45,90,90,-45,Quasi-Isotropic,253.075,0.003615,0.5423,1.223,No Fail
1211,60.6,0.2,1991,0,45,-45,90,90,-45,Quasi-Isotropic,140.168,0.002002,0.30036,0.9,FAIL
1212,60.7,0.2,3079,0,45,-45,90,90,-45,Quasi-Isotropic,291.671,0.004167,0.62501,1.333,No Fail
1213,60.8,0.2,2757,0,45,-45,90,90,-45,Quasi-Isotropic,284.363,0.004062,0.60935,1.312,No Fail
1214,60.9,0.2,1978,0,45,-45,90,90,-45,Quasi-Isotropic,196.195,0.002803,0.42042,1.061,No Fail
1215,61.0,0.2,4873,0,45,-45,90,90,-45,Quasi-Isotropic,446.982,0.006385,0.95782,1.777,No Fail
1216,61.1,0.2,3232,0,45,-45,90,90,-45,Quasi-Isotropic,287.235,0.004103,0.6155,1.321,No Fail
1217,61.2,0.2,2955,0,45,-45,90,90,-45,Quasi-Isotropic,232.401,0.00332,0.498,1.164,No Fail
1218,61.3,0.2,3210,0,45,-45,90,90,-45,Quasi-Isotropic,244.467,0.003492,0.52386,1.198,No Fail
1219,61.4,0.2,1608,0,45,-45,90,90,-45,Quasi-Isotropic,143.041,0.002043,0.30652,0.909,FAIL
1220,61.5,0.2,2522,0,45,-45,90,90,-45,Quasi-Isotropic,171.351,0.002448,0.36718,0.99,FAIL
1221,61.6,0.2,3382,0,45,-45,90,90,-45,Quasi-Isotropic,332.813,0.004754,0.71317,1.451,No Fail
1222,61.7,0.2,3101,0,45,-45,90,90,-45,Quasi-Isotropic,311.89,0.004456,0.66834,1.391,No Fail
1223,61.8,0.2,4181,0,45,-45,90,90,-45,Quasi-Isotropic,372.584,0.005323,0.79839,1.565,No Fail
1224,61.9,0.2,1896,0,45,-45,90,90,-45,Quasi-Isotropic,121.581,0.001737,0.26053,0.847,FAIL
1225,62.0,0.2,4213,0,45,-45,90,90,-45,Quasi-Isotropic,451.843,0.006455,0.96823,1.791,No Fail
1226,62.1,0.2,2784,0,45,-45,90,90,-45,Quasi-Isotropic,195.288,0.00279,0.41847,1.058,No Fail
1227,62.2,0.2,1646,0,45,-45,90,90,-45,Quasi-Isotropic,60.0,0.000857,0.12857,0.671,FAIL
1228,62.3,0.2,3412,0,45,-45,90,90,-45,Quasi-Isotropic,283.191,0.004046,0.60684,1.309,No Fail
1229,62.4,0.2,1858,0,45,-45,90,90,-45,Quasi-Isotropic,64.242,0.000918,0.13766,0.684,FAIL
1230,62.5,0.2,4130,0,45,-45,90,90,-45,Quasi-Isotropic,355.957,0.005085,0.76276,1.517,No Fail
1231,62.6,0.2,4998,0,45,-45,90,90,-45,Quasi-Isotropic,523.986,0.007486,1.12283,1.997,No Fail
1232,62.7,0.2,2720,0,45,-45,90,90,-45,Quasi-Isotropic,232.434,0.00332,0.49807,1.164,No Fail
1233,62.8,0.2,3037,0,45,-45,90,90,-45,Quasi-Isotropic,226.402,0.003234,0.48515,1.147,No Fail
1234,62.9,0.2,4215,0,45,-45,90,90,-45,Quasi-Isotropic,346.49,0.00495,0.74248,1.49,No Fail
1235,63.0,0.2,4337,0,45,-45,90,90,-45,Quasi-Isotropic,452.062,0.006458,0.9687,1.792,No Fail
1236,63.1,0.2,2727,0,45,-45,90,90,-45,Quasi-Isotropic,216.714,0.003096,0.46439,1.119,No Fail
1237,63.2,0.2,3715,0,45,-45,90,90,-45,Quasi-Isotropic,320.473,0.004578,0.68673,1.416,No Fail
1238,63.3,0.2,1987,0,45,-45,90,90,-45,Quasi-Isotropic,178.561,0.002551,0.38263,1.01,No Fail
1239,63.4,0.2,2224,0,45,-45,90,90,-45,Quasi-Isotropic,202.122,0.002887,0.43312,1.077,No Fail
1240,63.5,0.2,2728,0,45,-45,90,90,-45,Quasi-Isotropic,280.22,0.004003,0.60047,1.301,No Fail
1241,63.6,0.2,3386,0,45,-45,90,90,-45,Quasi-Isotropic,332.553,0.004751,0.71261,1.45,No Fail
1242,63.7,0.2,3964,0,45,-45,90,90,-45,Quasi-Isotropic,396.864,0.005669,0.85042,1.634,No Fail
1243,63.8,0.2,2436,0,45,-45,90,90,-45,Quasi-Isotropic,217.564,0.003108,0.46621,1.122,No Fail
1244,63.9,0.2,4949,0,45,-45,90,90,-45,Quasi-Isotropic,450.943,0.006442,0.96631,1.788,No Fail
1245,64.0,0.2,1833,0,45,-45,90,90,-45,Quasi-Isotropic,98.479,0.001407,0.21103,0.781,FAIL
1246,64.1,0.2,4250,0,45,-45,90,90,-45,Quasi-Isotropic,354.458,0.005064,0.75955,1.513,No Fail
1247,64.2,0.2,4974,0,45,-45,90,90,-45,Quasi-Isotropic,446.592,0.00638,0.95698,1.776,No Fail
1248,64.3,0.2,1944,0,45,-45,90,90,-45,Quasi-Isotropic,89.247,0.001275,0.19124,0.755,FAIL
1249,64.4,0.2,2374,0,45,-45,90,90,-45,Quasi-Isotropic,140.935,0.002013,0.302,0.903,FAIL
1250,64.5,0.2,4400,0,45,-45,90,90,-45,Quasi-Isotropic,402.595,0.005751,0.8627,1.65,No Fail
1251,64.6,0.2,3867,0,45,-45,90,90,-45,Quasi-Isotropic,332.642,0.004752,0.7128,1.45,No Fail
1252,64.7,0.2,3521,0,45,-45,90,90,-45,Quasi-Isotropic,323.784,0.004625,0.69382,1.425,No Fail
1253,64.8,0.2,2950,0,45,-45,90,90,-45,Quasi-Isotropic,281.728,0.004025,0.6037,1.305,No Fail
1254,64.9,0.2,3718,0,45,-45,90,90,-45,Quasi-Isotropic,351.885,0.005027,0.75404,1.505,No Fail
1255,65.0,0.2,1826,0,45,-45,90,90,-45,Quasi-Isotropic,73.485,0.00105,0.15747,0.71,FAIL
1256,40.0,0.2,2474,0,45,-45,90,90,-45,Quasi-Isotropic,194.981,0.002785,0.41782,1.057,No Fail
1257,40.1,0.2,2792,0,45,-45,90,90,-45,Quasi-Isotropic,182.65,0.002609,0.39139,1.022,No Fail
1258,40.2,0.2,2646,0,45,-45,90,90,-45,Quasi-Isotropic,163.431,0.002335,0.35021,0.967,FAIL
1259,40.3,0.2,4209,0,45,-45,90,90,-45,Quasi-Isotropic,464.84,0.006641,0.99609,1.828,No Fail
1260,40.4,0.2,4058,0,45,-45,90,90,-45,Quasi-Isotropic,359.065,0.005129,0.76942,1.526,No Fail
1261,40.5,0.2,3825,0,45,-45,90,90,-45,Quasi-Isotropic,363.926,0.005199,0.77984,1.54,No Fail
1262,40.6,0.2,1722,0,45,-45,90,90,-45,Quasi-Isotropic,123.612,0.001766,0.26488,0.853,FAIL
1263,40.7,0.2,2262,0,45,-45,90,90,-45,Quasi-Isotropic,167.358,0.002391,0.35862,0.978,FAIL
1264,40.8,0.2,2241,0,45,-45,90,90,-45,Quasi-Isotropic,177.42,0.002535,0.38019,1.007,No Fail
1265,40.9,0.2,4399,0,45,-45,90,90,-45,Quasi-Isotropic,455.68,0.00651,0.97646,1.802,No Fail
1266,41.0,0.2,3523,0,45,-45,90,90,-45,Quasi-Isotropic,342.202,0.004889,0.73329,1.478,No Fail
1267,41.1,0.2,3199,0,45,-45,90,90,-45,Quasi-Isotropic,275.905,0.003941,0.59122,1.288,No Fail
1268,41.2,0.2,3889,0,45,-45,90,90,-45,Quasi-Isotropic,385.423,0.005506,0.82591,1.601,No Fail
1269,41.3,0.2,1849,0,45,-45,90,90,-45,Quasi-Isotropic,176.012,0.002514,0.37717,1.003,No Fail
1270,41.4,0.2,3109,0,45,-45,90,90,-45,Quasi-Isotropic,238.958,0.003414,0.51205,1.183,No Fail
1271,41.5,0.2,4502,0,45,-45,90,90,-45,Quasi-Isotropic,485.305,0.006933,1.03994,1.887,No Fail
1272,41.6,0.2,1502,0,45,-45,90,90,-45,Quasi-Isotropic,87.33,0.001248,0.18713,0.75,FAIL
1273,41.7,0.2,2208,0,45,-45,90,90,-45,Quasi-Isotropic,110.01,0.001572,0.23574,0.814,FAIL
1274,41.8,0.2,1962,0,45,-45,90,90,-45,Quasi-Isotropic,112.772,0.001611,0.24166,0.822,FAIL
1275,41.9,0.2,2056,0,45,-45,90,90,-45,Quasi-Isotropic,128.771,0.00184,0.27594,0.868,FAIL
1276,42.0,0.2,2459,0,45,-45,90,90,-45,Quasi-Isotropic,143.161,0.002045,0.30677,0.909,FAIL
1277,42.1,0.2,2376,0,45,-45,90,90,-45,Quasi-Isotropic,166.613,0.00238,0.35703,0.976,FAIL
1278,42.2,0.2,4663,0,45,-45,90,90,-45,Quasi-Isotropic,474.975,0.006785,1.0178,1.857,No Fail
1279,42.3,0.2,2887,0,45,-45,90,90,-45,Quasi-Isotropic,286.6,0.004094,0.61414,1.319,No Fail
1280,42.4,0.2,3948,0,45,-45,90,90,-45,Quasi-Isotropic,397.104,0.005673,0.85094,1.635,No Fail
1281,42.5,0.2,3794,0,45,-45,90,90,-45,Quasi-Isotropic,387.207,0.005532,0.82973,1.606,No Fail
1282,42.6,0.2,1504,0,45,-45,90,90,-45,Quasi-Isotropic,60.0,0.000857,0.12857,0.671,FAIL
1283,42.7,0.2,1964,0,45,-45,90,90,-45,Quasi-Isotropic,138.517,0.001979,0.29682,0.896,FAIL
1284,42.8,0.2,3880,0,45,-45,90,90,-45,Quasi-Isotropic,398.45,0.005692,0.85382,1.638,No Fail
1285,42.9,0.2,3935,0,45,-45,90,90,-45,Quasi-Isotropic,431.036,0.006158,0.92365,1.732,No Fail
1286,43.0,0.2,4959,0,45,-45,90,90,-45,Quasi-Isotropic,456.972,0.006528,0.97923,1.806,No Fail
1287,43.1,0.2,1963,0,45,-45,90,90,-45,Quasi-Isotropic,144.836,0.002069,0.31036,0.914,FAIL
1288,43.2,0.2,2841,0,45,-45,90,90,-45,Quasi-Isotropic,292.39,0.004177,0.62655,1.335,No Fail
1289,43.3,0.2,1858,0,45,-45,90,90,-45,Quasi-Isotropic,95.328,0.001362,0.20427,0.772,FAIL
1290,43.4,0.2,4583,0,45,-45,90,90,-45,Quasi-Isotropic,472.413,0.006749,1.01231,1.85,No Fail
1291,43.5,0.2,4207,0,45,-45,90,90,-45,Quasi-Isotropic,448.398,0.006406,0.96085,1.781,No Fail
1292,43.6,0.2,1966,0,45,-45,90,90,-45,Quasi-Isotropic,105.542,0.001508,0.22616,0.802,FAIL
1293,43.7,0.2,2000,0,45,-45,90,90,-45,Quasi-Isotropic,80.845,0.001155,0.17324,0.731,FAIL
1294,43.8,0.2,1530,0,45,-45,90,90,-45,Quasi-Isotropic,79.898,0.001141,0.17121,0.728,FAIL
1295,43.9,0.2,3040,0,45,-45,90,90,-45,Quasi-Isotropic,246.839,0.003526,0.52894,1.205,No Fail
1296,44.0,0.2,3698,0,45,-45,90,90,-45,Quasi-Isotropic,317.102,0.00453,0.6795,1.406,No Fail
1297,44.1,0.2,2941,0,45,-45,90,90,-45,Quasi-Isotropic,294.753,0.004211,0.63161,1.342,No Fail
1298,44.2,0.2,4510,0,45,-45,90,90,-45,Quasi-Isotropic,418.796,0.005983,0.89742,1.697,No Fail
1299,44.3,0.2,1852,0,45,-45,90,90,-45,Quasi-Isotropic,171.793,0.002454,0.36813,0.991,FAIL
1300,44.4,0.2,3564,0,45,-45,90,90,-45,Quasi-Isotropic,297.328,0.004248,0.63713,1.35,No Fail
1301,44.5,0.2,4871,0,45,-45,90,90,-45,Quasi-Isotropic,498.481,0.007121,1.06817,1.924,No Fail
1302,44.6,0.2,1989,0,45,-45,90,90,-45,Quasi-Isotropic,160.988,0.0023,0.34497,0.96,FAIL
1303,44.7,0.2,1795,0,45,-45,90,90,-45,Quasi-Isotropic,142.148,0.002031,0.3046,0.906,FAIL
1304,44.8,0.2,3600,0,45,-45,90,90,-45,Quasi-Isotropic,325.596,0.004651,0.69771,1.43,No Fail
1305,44.9,0.2,4226,0,45,-45,90,90,-45,Quasi-Isotropic,394.256,0.005632,0.84483,1.626,No Fail
1306,45.0,0.2,4468,0,45,-45,90,90,-45,Quasi-Isotropic,413.258,0.005904,0.88555,1.681,No Fail
1307,45.1,0.2,2556,0,45,-45,90,90,-45,Quasi-Isotropic,187.684,0.002681,0.40218,1.036,No Fail
1308,45.2,0.2,3283,0,45,-45,90,90,-45,Quasi-Isotropic,291.87,0.00417,0.62543,1.334,No Fail
1309,45.3,0.2,2534,0,45,-45,90,90,-45,Quasi-Isotropic,174.386,0.002491,0.37369,0.998,FAIL
1310,45.4,0.2,4643,0,45,-45,90,90,-45,Quasi-Isotropic,510.575,0.007294,1.09409,1.959,No Fail
1311,45.5,0.2,3232,0,45,-45,90,90,-45,Quasi-Isotropic,233.292,0.003333,0.49991,1.167,No Fail
1312,45.6,0.2,3249,0,45,-45,90,90,-45,Quasi-Isotropic,336.295,0.004804,0.72063,1.461,No Fail
1313,45.7,0.2,3349,0,45,-45,90,90,-45,Quasi-Isotropic,290.609,0.004152,0.62273,1.33,No Fail
1314,45.8,0.2,4954,0,45,-45,90,90,-45,Quasi-Isotropic,437.167,0.006245,0.93679,1.749,No Fail
1315,45.9,0.2,1962,0,45,-45,90,90,-45,Quasi-Isotropic,83.362,0.001191,0.17863,0.738,FAIL
1316,46.0,0.2,3489,0,45,-45,90,90,-45,Quasi-Isotropic,275.422,0.003935,0.59019,1.287,No Fail
1317,46.1,0.2,3890,0,45,-45,90,90,-45,Quasi-Isotropic,382.986,0.005471,0.82068,1.594,No Fail
1318,46.2,0.2,4841,0,45,-45,90,90,-45,Quasi-Isotropic,449.343,0.006419,0.96288,1.784,No Fail
1319,46.3,0.2,1558,0,45,-45,90,90,-45,Quasi-Isotropic,60.0,0.000857,0.12857,0.671,FAIL
1320,46.4,0.2,2418,0,45,-45,90,90,-45,Quasi-Isotropic,242.014,0.003457,0.5186,1.191,No Fail
1321,46.5,0.2,1712,0,45,-45,90,90,-45,Quasi-Isotropic,160.618,0.002295,0.34418,0.959,FAIL
1322,46.6,0.2,3273,0,45,-45,90,90,-45,Quasi-Isotropic,258.062,0.003687,0.55299,1.237,No Fail
1323,46.7,0.2,3254,0,45,-45,90,90,-45,Quasi-Isotropic,275.012,0.003929,0.58931,1.286,No Fail
1324,46.8,0.2,3956,0,45,-45,90,90,-45,Quasi-Isotropic,384.909,0.005499,0.8248,1.6,No Fail
1325,46.9,0.2,3378,0,45,-45,90,90,-45,Quasi-Isotropic,355.466,0.005078,0.76171,1.516,No Fail
1326,47.0,0.2,2471,0,45,-45,90,90,-45,Quasi-Isotropic,182.611,0.002609,0.39131,1.022,No Fail
1327,47.1,0.2,3290,0,45,-45,90,90,-45,Quasi-Isotropic,317.559,0.004537,0.68048,1.407,No Fail
1328,47.2,0.2,4328,0,45,-45,90,90,-45,Quasi-Isotropic,455.002,0.0065,0.975,1.8,No Fail
1329,47.3,0.2,2868,0,45,-45,90,90,-45,Quasi-Isotropic,239.74,0.003425,0.51373,1.185,No Fail
1330,47.4,0.2,4421,0,45,-45,90,90,-45,Quasi-Isotropic,414.386,0.00592,0.88797,1.684,No Fail
1331,47.5,0.2,1731,0,45,-45,90,90,-45,Quasi-Isotropic,86.042,0.001229,0.18437,0.746,FAIL
1332,47.6,0.2,4055,0,45,-45,90,90,-45,Quasi-Isotropic,362.741,0.005182,0.7773,1.536,No Fail
1333,47.7,0.2,1703,0,45,-45,90,90,-45,Quasi-Isotropic,62.744,0.000896,0.13445,0.679,FAIL
1334,47.8,0.2,3021,0,45,-45,90,90,-45,Quasi-Isotropic,312.138,0.004459,0.66887,1.392,No Fail
1335,47.9,0.2,3631,0,45,-45,90,90,-45,Quasi-Isotropic,341.305,0.004876,0.73137,1.475,No Fail
1336,48.0,0.2,4096,0,45,-45,90,90,-45,Quasi-Isotropic,414.396,0.00592,0.88799,1.684,No Fail
1337,48.1,0.2,1918,0,45,-45,90,90,-45,Quasi-Isotropic,101.287,0.001447,0.21704,0.789,FAIL
1338,48.2,0.2,3955,0,45,-45,90,90,-45,Quasi-Isotropic,349.682,0.004995,0.74932,1.499,No Fail
1339,48.3,0.2,4836,0,45,-45,90,90,-45,Quasi-Isotropic,520.607,0.007437,1.11559,1.987,No Fail
1340,48.4,0.2,4240,0,45,-45,90,90,-45,Quasi-Isotropic,406.094,0.005801,0.8702,1.66,No Fail
1341,48.5,0.2,2084,0,45,-45,90,90,-45,Quasi-Isotropic,123.633,0.001766,0.26493,0.853,FAIL
1342,48.6,0.2,4234,0,45,-45,90,90,-45,Quasi-Isotropic,452.84,0.006469,0.97037,1.794,No Fail
1343,48.7,0.2,4602,0,45,-45,90,90,-45,Quasi-Isotropic,480.042,0.006858,1.02866,1.872,No Fail
1344,48.8,0.2,1603,0,45,-45,90,90,-45,Quasi-Isotropic,60.0,0.000857,0.12857,0.671,FAIL
1345,48.9,0.2,2452,0,45,-45,90,90,-45,Quasi-Isotropic,157.379,0.002248,0.33724,0.95,FAIL
1346,49.0,0.2,3993,0,45,-45,90,90,-45,Quasi-Isotropic,431.511,0.006164,0.92467,1.733,No Fail
1347,49.1,0.2,1770,0,45,-45,90,90,-45,Quasi-Isotropic,103.171,0.001474,0.22108,0.795,FAIL
1348,49.2,0.2,2760,0,45,-45,90,90,-45,Quasi-Isotropic,236.628,0.00338,0.50706,1.176,No Fail
1349,49.3,0.2,3484,0,45,-45,90,90,-45,Quasi-Isotropic,318.139,0.004545,0.68173,1.409,No Fail
1350,49.4,0.2,2393,0,45,-45,90,90,-45,Quasi-Isotropic,203.026,0.0029,0.43506,1.08,No Fail
1351,49.5,0.2,3509,0,45,-45,90,90,-45,Quasi-Isotropic,368.695,0.005267,0.79006,1.553,No Fail
1352,49.6,0.2,2299,0,45,-45,90,90,-45,Quasi-Isotropic,149.196,0.002131,0.31971,0.926,FAIL
1353,49.7,0.2,1654,0,45,-45,90,90,-45,Quasi-Isotropic,97.437,0.001392,0.20879,0.778,FAIL
1354,49.8,0.2,2356,0,45,-45,90,90,-45,Quasi-Isotropic,139.16,0.001988,0.2982,0.898,FAIL
1355,49.9,0.2,2840,0,45,-45,90,90,-45,Quasi-Isotropic,244.24,0.003489,0.52337,1.198,No Fail
1356,50.0,0.2,4759,0,45,-45,90,90,-45,Quasi-Isotropic,513.077,0.00733,1.09945,1.966,No Fail
1357,50.1,0.2,3435,0,45,-45,90,90,-45,Quasi-Isotropic,269.305,0.003847,0.57708,1.269,No Fail
1358,50.2,0.2,4092,0,45,-45,90,90,-45,Quasi-Isotropic,341.406,0.004877,0.73158,1.475,No Fail
1359,50.3,0.2,2626,0,45,-45,90,90,-45,Quasi-Isotropic,224.833,0.003212,0.48178,1.142,No Fail
1360,50.4,0.2,4021,0,45,-45,90,90,-45,Quasi-Isotropic,392.57,0.005608,0.84122,1.622,No Fail
1361,50.5,0.2,1773,0,45,-45,90,90,-45,Quasi-Isotropic,140.162,0.002002,0.30035,0.9,FAIL
1362,50.6,0.2,3257,0,45,-45,90,90,-45,Quasi-Isotropic,306.12,0.004373,0.65597,1.375,No Fail
1363,50.7,0.2,2128,0,45,-45,90,90,-45,Quasi-Isotropic,107.092,0.00153,0.22948,0.806,FAIL
1364,50.8,0.2,4935,0,45,-45,90,90,-45,Quasi-Isotropic,455.673,0.00651,0.97644,1.802,No Fail
1365,50.9,0.2,1741,0,45,-45,90,90,-45,Quasi-Isotropic,60.0,0.000857,0.12857,0.671,FAIL
1366,51.0,0.2,2488,0,45,-45,90,90,-45,Quasi-Isotropic,202.758,0.002897,0.43448,1.079,No Fail
1367,51.1,0.2,2646,0,45,-45,90,90,-45,Quasi-Isotropic,176.085,0.002515,0.37732,1.003,No Fail
1368,51.2,0.2,1528,0,45,-45,90,90,-45,Quasi-Isotropic,76.976,0.0011,0.16495,0.72,FAIL
1369,51.3,0.2,3473,0,45,-45,90,90,-45,Quasi-Isotropic,352.718,0.005039,0.75582,1.508,No Fail
1370,51.4,0.2,3680,0,45,-45,90,90,-45,Quasi-Isotropic,365.072,0.005215,0.7823,1.543,No Fail
1371,51.5,0.2,3571,0,45,-45,90,90,-45,Quasi-Isotropic,332.839,0.004755,0.71323,1.451,No Fail
1372,51.6,0.2,4204,0,45,-45,90,90,-45,Quasi-Isotropic,405.294,0.00579,0.86849,1.658,No Fail
1373,51.7,0.2,4652,0,45,-45,90,90,-45,Quasi-Isotropic,494.735,0.007068,1.06015,1.914,No Fail
1374,51.8,0.2,2358,0,45,-45,90,90,-45,Quasi-Isotropic,151.695,0.002167,0.32506,0.933,FAIL
1375,51.9,0.2,2935,0,45,-45,90,90,-45,Quasi-Isotropic,311.45,0.004449,0.66739,1.39,No Fail
1376,52.0,0.2,2712,0,45,-45,90,90,-45,Quasi-Isotropic,257.538,0.003679,0.55187,1.236,No Fail
1377,52.1,0.2,4570,0,45,-45,90,90,-45,Quasi-Isotropic,407.675,0.005824,0.87359,1.665,No Fail
1378,52.2,0.2,1505,0,45,-45,90,90,-45,Quasi-Isotropic,60.0,0.000857,0.12857,0.671,FAIL
1379,52.3,0.2,4472,0,45,-45,90,90,-45,Quasi-Isotropic,417.706,0.005967,0.89508,1.693,No Fail
1380,52.4,0.2,1864,0,45,-45,90,90,-45,Quasi-Isotropic,96.393,0.001377,0.20656,0.775,FAIL
1381,52.5,0.2,2334,0,45,-45,90,90,-45,Quasi-Isotropic,176.453,0.002521,0.37811,1.004,No Fail
1382,52.6,0.2,1710,0,45,-45,90,90,-45,Quasi-Isotropic,106.112,0.001516,0.22738,0.803,FAIL
1383,52.7,0.2,3991,0,45,-45,90,90,-45,Quasi-Isotropic,319.259,0.004561,0.68413,1.412,No Fail
1384,52.8,0.2,4724,0,45,-45,90,90,-45,Quasi-Isotropic,515.772,0.007368,1.10523,1.974,No Fail
1385,52.9,0.2,3319,0,45,-45,90,90,-45,Quasi-Isotropic,250.624,0.00358,0.53705,1.216,No Fail
1386,53.0,0.2,2804,0,45,-45,90,90,-45,Quasi-Isotropic,212.345,0.003033,0.45502,1.107,No Fail
1387,53.1,0.2,1797,0,45,-45,90,90,-45,Quasi-Isotropic,60.0,0.000857,0.12857,0.671,FAIL
1388,53.2,0.2,1967,0,45,-45,90,90,-45,Quasi-Isotropic,184.607,0.002637,0.39559,1.027,No Fail
1389,53.3,0.2,1762,0,45,-45,90,90,-45,Quasi-Isotropic,73.033,0.001043,0.1565,0.709,FAIL
1390,53.4,0.2,3022,0,45,-45,90,90,-45,Quasi-Isotropic,254.554,0.003636,0.54547,1.227,No Fail
1391,53.5,0.2,2329,0,45,-45,90,90,-45,Quasi-Isotropic,123.738,0.001768,0.26515,0.854,FAIL
1392,53.6,0.2,2603,0,45,-45,90,90,-45,Quasi-Isotropic,240.985,0.003443,0.5164,1.189,No Fail
1393,53.7,0.2,3953,0,45,-45,90,90,-45,Quasi-Isotropic,338.207,0.004832,0.72473,1.466,No Fail
1394,53.8,0.2,2613,0,45,-45,90,90,-45,Quasi-Isotropic,185.342,0.002648,0.39716,1.03,No Fail
1395,53.9,0.2,1761,0,45,-45,90,90,-45,Quasi-Isotropic,138.734,0.001982,0.29729,0.896,FAIL
1396,54.0,0.2,4230,0,45,-45,90,90,-45,Quasi-Isotropic,443.248,0.006332,0.94982,1.766,No Fail
1397,54.1,0.2,2044,0,45,-45,90,90,-45,Quasi-Isotropic,135.107,0.00193,0.28952,0.886,FAIL
1398,54.2,0.2,3131,0,45,-45,90,90,-45,Quasi-Isotropic,316.018,0.004515,0.67718,1.403,No Fail
1399,54.3,0.2,3376,0,45,-45,90,90,-45,Quasi-Isotropic,316.307,0.004519,0.6778,1.404,No Fail
1400,54.4,0.2,2227,0,45,-45,90,90,-45,Quasi-Isotropic,111.451,0.001592,0.23882,0.818,FAIL
1401,54.5,0.2,2428,0,45,-45,90,90,-45,Quasi-Isotropic,214.306,0.003062,0.45923,1.112,No Fail
